GENE	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
SMS1	0.000000000000983202146771405	1.11887146021953	0.426	0.126	0.0000000202657626492522	1	SMS
PHF111	0.00000000000101315404147944	0.962030468168676	0.468	0.15	0.0000000208831311029743	1	PHF11
L2HGDH1	0.00000000000101998990832311	0.796675047649596	0.479	0.146	0.0000000210240319903559	1	L2HGDH
SLITRK4	0.00000000000102046690218841	1.93316983700609	0.255	0.049	0.0000000210338637879076	1	SLITRK4
NPAS21	0.00000000000107496589051014	0.770535575403684	0.511	0.16	0.0000000221571969351949	1	NPAS2
SLC8A1-AS11	0.0000000000011597227324559	0.750195495418206	0.543	0.182	0.0000000239042049613809	1	SLC8A1-AS1
CCDC85B	0.00000000000120124213028056	1.47088032829698	0.372	0.098	0.0000000247600027893429	1	CCDC85B
ARL151	0.00000000000122266454277336	0.630095213216452	0.787	0.347	0.0000000252015615556445	1	ARL15
GPR1551	0.00000000000122702037874643	0.94245372860479	0.521	0.177	0.0000000252913440467213	1	GPR155
MED12L1	0.00000000000125333007102485	0.799970040576022	0.606	0.236	0.0000000258336394239643	1	MED12L
SERPINI1	0.00000000000131490897911311	0.654180285149709	0.574	0.2	0.0000000271029038774794	1	SERPINI1
SLC22A17	0.00000000000135930963799838	0.712740429809679	0.553	0.187	0.0000000280180902584225	1	SLC22A17
THOC7	0.00000000000139160254993542	1.21907822614374	0.287	0.059	0.0000000286837117592688	1	THOC7
FAM85B1	0.00000000000139696150023054	0.821727676893274	0.585	0.215	0.0000000287941704427518	1	FAM85B
TBC1D9	0.00000000000139781712280059	1.28235390149594	0.319	0.074	0.0000000288118065351658	1	TBC1D9
GALNT181	0.00000000000139974667932861	1.13110001475576	0.468	0.157	0.0000000288515785543213	1	GALNT18
RAB3C1	0.00000000000141739414393999	0.999197414315769	0.457	0.141	0.0000000292153280948911	1	RAB3C
CHRM2	0.00000000000146848233968105	1.23839478093616	0.266	0.051	0.0000000302683579855058	1	CHRM2
SMCR5	0.00000000000151629606544355	0.856056727993228	0.404	0.111	0.0000000312538945009225	1	SMCR5
COL11A1	0.00000000000160209842408082	1.21297666433098	0.404	0.12	0.0000000330224527171539	1	COL11A1
TMEM2411	0.00000000000163040293200197	0.551111888772532	0.596	0.212	0.0000000336058652344246	1	TMEM241
HMGCLL1	0.00000000000171954680044552	1.27700920302731	0.351	0.091	0.0000000354432986507831	1	HMGCLL1
PRICKLE21	0.00000000000176129537308601	0.874312889382693	0.553	0.194	0.0000000363038202300489	1	PRICKLE2
ABHD8	0.00000000000177055885565125	1.13265238747726	0.362	0.098	0.0000000364947591326835	1	ABHD8
ASXL31	0.00000000000180521929878143	0.83151769687967	0.5	0.168	0.0000000372091801864829	1	ASXL3
KNDC1	0.00000000000181612981077529	1.35389381917799	0.319	0.074	0.0000000374340676597003	1	KNDC1
RP11-649G15.21	0.00000000000196827317043501	0.90515898568675	0.479	0.152	0.0000000405700465890064	1	RP11-649G15.2
DGKE	0.00000000000201701674277658	1.39524328471026	0.351	0.094	0.0000000415747491021109	1	DGKE
VWA3A	0.00000000000204787870000746	1.23689860268533	0.298	0.064	0.0000000422108757645537	1	VWA3A
MGAT4C1	0.00000000000210700034901935	1.04738333943783	0.574	0.231	0.0000000434294911939868	1	MGAT4C
KCNH3	0.00000000000260195938269219	1.46928806859936	0.309	0.074	0.0000000536315867960513	1	KCNH3
FBXL21	0.00000000000261358721172626	0.763508867695213	0.564	0.202	0.0000000538712596081016	1	FBXL2
FAXC	0.00000000000263994045601801	1.46865703342143	0.33	0.084	0.0000000544144526794433	1	FAXC
USP111	0.00000000000292742613612754	0.934400966681135	0.447	0.14	0.0000000603401075178609	1	USP11
RP11-304M2.3	0.00000000000297511650107445	1.41874891569946	0.309	0.074	0.0000000613231013201467	1	RP11-304M2.3
CACNB21	0.00000000000311267591057075	0.438498857024212	0.84	0.384	0.0000000641584758686843	1	CACNB2
HSPA12A	0.00000000000314102440725368	0.938253288007176	0.426	0.126	0.0000000647427950823129	1	HSPA12A
MPHOSPH91	0.00000000000324479578758357	0.644908357951356	0.628	0.236	0.0000000668817307736726	1	MPHOSPH9
NOL41	0.00000000000334857616689641	0.769547070225003	0.564	0.202	0.0000000690208519520689	1	NOL4
WIPF3	0.00000000000345472390456351	1.52499120567189	0.319	0.077	0.0000000712087691208631	1	WIPF3
CACNG81	0.00000000000354541330104409	1.07059415756449	0.447	0.141	0.0000000730780589611207	1	CACNG8
CALM31	0.00000000000365452528624613	1.51532501356027	0.5	0.17	0.0000000753270752001052	1	CALM3
DOPEY2	0.00000000000378251580687455	0.817233167670767	0.426	0.13	0.0000000779652158112982	1	DOPEY2
SH3GL1	0.00000000000405204737294249	0.896953833620068	0.426	0.131	0.0000000835208004510906	1	SH3GL1
MAP2K11	0.00000000000409886573662283	0.60689131860479	0.691	0.266	0.0000000844858205632698	1	MAP2K1
FAM49A1	0.00000000000410127417007152	0.761194932785007	0.564	0.2	0.0000000845354631935143	1	FAM49A
CDH91	0.00000000000427484117409761	0.449648960399524	0.457	0.135	0.0000000881130262805	1	CDH9
ZNF33B	0.00000000000434281271279108	1.44299048738073	0.298	0.067	0.0000000895140556360498	1	ZNF33B
SPATS21	0.00000000000436482085843394	0.689250326677067	0.638	0.234	0.0000000899676875340403	1	SPATS2
RPL51	0.00000000000436633351383608	0.845207107633166	0.5	0.167	0.0000000899988663871894	1	RPL5
WASF1	0.00000000000449806095806659	0.633478943560529	0.596	0.205	0.0000000927140324676686	1	WASF1
CAMK2G1	0.00000000000465145745005438	0.662527077780105	0.617	0.236	0.0000000958758409605208	1	CAMK2G
ATP1A3	0.00000000000471666621925755	1.23433172411981	0.394	0.118	0.0000000972199241113367	1	ATP1A3
NPTN1	0.00000000000481781217691823	0.828359982643493	0.596	0.231	0.0000000993047445906386	1	NPTN
ISPD1	0.00000000000488812048011115	0.879475313676624	0.5	0.173	0.000000100753939336051	1	ISPD
NPM2	0.00000000000514000604439192	1.55296233641719	0.287	0.066	0.000000105945804587006	1	NPM2
FADS3	0.00000000000539933871210518	0.903802395896236	0.415	0.125	0.000000111291169533912	1	FADS3
CRELD1	0.00000000000612466739912974	0.940702110772211	0.372	0.099	0.000000126241644430862	1	CRELD1
CEP1261	0.00000000000621295756521803	0.968956401086035	0.479	0.162	0.000000128061481334274	1	CEP126
FBXW71	0.00000000000623256501095625	0.661505107843209	0.755	0.345	0.00000012846563000583	1	FBXW7
ADAM221	0.00000000000641201525957055	0.723360677328909	0.681	0.279	0.000000132164458530268	1	ADAM22
SEPT111	0.00000000000641670005967314	0.715463444245172	0.66	0.263	0.000000132261021629983	1	SEPT11
IGSF10	0.00000000000654128893525251	1.46126914167522	0.287	0.064	0.000000134829047533425	1	IGSF10
P4HTM1	0.00000000000696434555592808	0.935066612198837	0.436	0.138	0.00000014354909059879	1	P4HTM
TRPM31	0.00000000000701046069055478	0.405895792955517	0.638	0.244	0.000000144499615753715	1	TRPM3
XYLB	0.00000000000717097990175604	1.13018862764995	0.319	0.077	0.000000147808237734995	1	XYLB
MAN1C1	0.00000000000764218262261589	0.867720042740941	0.447	0.138	0.000000157520668217359	1	MAN1C1
SLC25A121	0.00000000000838052713496521	0.678366392882762	0.755	0.315	0.000000172739425305903	1	SLC25A12
DSE1	0.0000000000087926420144859	0.614946045832466	0.511	0.17	0.000000181233937202583	1	DSE
BAIAP2	0.00000000000944988740125146	1.19517266023841	0.372	0.108	0.000000194781079114595	1	BAIAP2
C1orf1321	0.00000000000958603256959828	0.752495716401504	0.511	0.178	0.00000019758730332456	1	C1orf132
FRAS11	0.00000000000960496214362028	0.809331074168001	0.436	0.133	0.000000197977479704301	1	FRAS1
RP11-156P1.21	0.0000000000103820380381013	0.873423229762165	0.511	0.178	0.000000213994568041345	1	RP11-156P1.2
ADAMTS16	0.0000000000104038065421304	1.27243067274871	0.255	0.051	0.000000214443260446392	1	ADAMTS16
CDYL2	0.0000000000107976082774244	1.41779818515655	0.309	0.077	0.000000222560301814273	1	CDYL2
N4BP2L1	0.0000000000113004636643806	0.811740833213663	0.511	0.175	0.000000232925157050212	1	N4BP2L1
WDR171	0.000000000011457303663112	0.753860343271047	0.606	0.237	0.000000236157943104064	1	WDR17
NPIPA5	0.0000000000114790501674908	0.994512896662597	0.33	0.082	0.000000236606182052319	1	NPIPA5
SLC29A1	0.0000000000115365578140722	1.55019694242853	0.266	0.057	0.000000237791529663655	1	SLC29A1
CBWD51	0.0000000000116022294838849	0.776799239904583	0.553	0.207	0.000000239145154121836	1	CBWD5
ASTN11	0.0000000000119332796807468	0.763122992806168	0.574	0.219	0.000000245968760779554	1	ASTN1
FAM171B1	0.0000000000122886512623061	0.636006248182096	0.606	0.227	0.000000253293679818654	1	FAM171B
STMN3	0.0000000000122945536877138	1.25680433996866	0.404	0.125	0.000000253415340611156	1	STMN3
YWHAG1	0.0000000000123864747979703	0.960696019967567	0.543	0.19	0.000000255310018535764	1	YWHAG
CRY2	0.0000000000129867516688004	1.06802154051576	0.362	0.099	0.000000267682925397314	1	CRY2
MDH11	0.0000000000139926139306403	0.835694445568208	0.457	0.15	0.000000288415758338357	1	MDH1
GOLGA8A1	0.0000000000148959037005353	0.587466276101677	0.66	0.253	0.000000307034367075434	1	GOLGA8A
ICA1L1	0.000000000015006551250013	0.775991799208096	0.617	0.244	0.000000309315034365268	1	ICA1L
SIMC11	0.0000000000153731380517395	0.899716826911701	0.521	0.19	0.000000316871121522455	1	SIMC1
SPEF2	0.0000000000156955790450735	1.12183407792577	0.351	0.098	0.000000323517275277055	1	SPEF2
NDRG3	0.0000000000166807033558748	0.764572271631352	0.479	0.158	0.000000343822657571292	1	NDRG3
WWC11	0.0000000000167296882923433	0.801443844790663	0.415	0.126	0.000000344832335081779	1	WWC1
MIPOL1	0.0000000000169102619394834	0.88074092471043	0.447	0.146	0.000000348554319096631	1	MIPOL1
IFT172	0.000000000016940146110691	0.75524163719904	0.574	0.217	0.000000349170291633563	1	IFT172
MADD	0.0000000000188744256679481	0.848777744290213	0.383	0.109	0.000000389039661867745	1	MADD
OSBPL61	0.0000000000188884107989835	0.699046040497071	0.66	0.269	0.000000389327923388648	1	OSBPL6
NRSN1	0.0000000000204140641294514	1.45671216188535	0.298	0.072	0.000000420774689836252	1	NRSN1
CCDC651	0.0000000000225981010459986	0.786764064468702	0.489	0.165	0.000000465792058760123	1	CCDC65
NME5	0.0000000000235281349069104	1.07613237563098	0.383	0.114	0.000000484961916701236	1	NME5
TSPYL21	0.0000000000241159870560926	0.755943019861752	0.543	0.194	0.000000497078725200181	1	TSPYL2
NRXN3	0.0000000000249866403805015	0.415428617891847	0.947	0.616	0.000000515024631522897	1	NRXN3
CDH81	0.0000000000260543537687744	0.463179084767347	0.638	0.246	0.000000537032339881978	1	CDH8
TUBA4A	0.0000000000262167598731374	1.35930937042742	0.319	0.082	0.000000540379854505108	1	TUBA4A
RP11-379H8.1	0.0000000000269546280801706	1.54939894884793	0.255	0.054	0.000000555588793988476	1	RP11-379H8.1
CPLX1	0.0000000000269550779612127	1.71676767143961	0.298	0.076	0.000000555598066936517	1	CPLX1
GOLT1B	0.0000000000270563824291444	0.641142795090749	0.426	0.13	0.000000557686154629524	1	GOLT1B
PRKCI	0.0000000000277764762229765	0.630271702860356	0.543	0.195	0.000000572528727907991	1	PRKCI
SYT14	0.0000000000279196903113131	0.49388523991412	0.702	0.279	0.000000575480656696785	1	SYT14
JPH3	0.0000000000280592063781648	1.57545820652238	0.287	0.071	0.000000578356361866733	1	JPH3
LINC013221	0.000000000028737583249172	0.619264610448847	0.745	0.338	0.000000592339065931934	1	LINC01322
DENND6B	0.0000000000302171987949921	1.14161870430947	0.351	0.098	0.000000622836901562377	1	DENND6B
ST6GAL2	0.0000000000313260288452884	1.44849103796606	0.309	0.081	0.000000645692106559085	1	ST6GAL2
NAV3	0.0000000000314242249951203	0.522429049576452	0.809	0.369	0.000000647716125599419	1	NAV3
KIF5A	0.0000000000325578383685397	1.24198680492869	0.394	0.125	0.00000067108216445234	1	KIF5A
ACVR2A1	0.0000000000333206939215292	0.866726897754261	0.457	0.157	0.000000686806143110559	1	ACVR2A
HARS	0.0000000000344281876579785	0.984801445308817	0.351	0.096	0.000000709633804006252	1	HARS
SIDT1	0.0000000000401877279067285	1.17696014531629	0.351	0.101	0.000000828349447613489	1	SIDT1
RPH3A	0.0000000000407996632686201	1.0109692498289	0.372	0.109	0.000000840962659292798	1	RPH3A
REEP21	0.0000000000413979918972266	1.06791199085025	0.426	0.145	0.000000853295408985635	1	REEP2
NMNAT3	0.0000000000415887686539495	1.20952372026874	0.298	0.072	0.000000857227699495207	1	NMNAT3
RP11-475O6.1	0.0000000000423690699622341	0.794686212752239	0.468	0.157	0.000000873311270061569	1	RP11-475O6.1
STAT4	0.0000000000434596986719147	1.14305029930099	0.34	0.096	0.000000895791309025506	1	STAT4
STOX2	0.0000000000445455872492855	0.587892798742025	0.766	0.316	0.000000918173644382273	1	STOX2
PGP	0.0000000000451983825077868	1.11907378682208	0.33	0.091	0.000000931629060250501	1	PGP
RP11-410D17.2	0.0000000000491958892224241	0.974537784116528	0.404	0.13	0.00000101402566865261	1	RP11-410D17.2
CNRIP1	0.0000000000496996579545081	1.23238564203471	0.309	0.081	0.00000102440934975832	1	CNRIP1
MAP1LC3A1	0.0000000000522149550643531	0.814714087437764	0.511	0.192	0.00000107625465378645	1	MAP1LC3A
RHOT11	0.0000000000524804468620515	0.595085381253114	0.691	0.283	0.0000010817269707206	1	RHOT1
RP11-15E1.5	0.0000000000550090165609865	1.59531637003627	0.287	0.072	0.00000113384584935505	1	RP11-15E1.5
CAMK1	0.000000000056787620983649	1.16088207472693	0.309	0.079	0.00000117050644371497	1	CAMK1
MIR4435-2HG1	0.0000000000571886787771303	0.77333171577714	0.426	0.135	0.00000117877304695421	1	MIR4435-2HG
UHRF1BP1L1	0.000000000061165133712275	0.726555328974771	0.511	0.178	0.00000126073573607741	1	UHRF1BP1L
ST8SIA5	0.0000000000663100844931922	0.77885329766998	0.532	0.194	0.00000136678346157368	1	ST8SIA5
KCNAB2	0.0000000000684783299735685	1.41201511238817	0.351	0.106	0.00000141147533741519	1	KCNAB2
AEBP21	0.0000000000685840937355719	0.585291108085654	0.723	0.303	0.00000141365534007761	1	AEBP2
PPM1E1	0.0000000000696235940371365	0.550852245599059	0.723	0.296	0.00000143508152029346	1	PPM1E
CORO6	0.0000000000712376770846649	1.11029398353252	0.34	0.096	0.00000146835100006911	1	CORO6
BHLHE40	0.0000000000717744023104652	0.633321569252639	0.287	0.067	0.00000147941398042331	1	BHLHE40
DACH1	0.0000000000724476587973652	0.921783138989398	0.362	0.103	0.00000149329114313129	1	DACH1
IGSF8	0.0000000000737978912980792	0.474011883038704	0.511	0.175	0.00000152112213543601	1	IGSF8
IQSEC1	0.0000000000750731024593764	0.775732739003688	0.574	0.232	0.00000154740678789267	1	IQSEC1
TOM1L11	0.000000000075292110950404	0.801822601059996	0.649	0.279	0.00000155192099090973	1	TOM1L1
LRRC28	0.0000000000772197023228782	0.664392488638793	0.596	0.236	0.00000159165250427917	1	LRRC28
NWD2	0.0000000000777252200985357	1.7993693802416	0.277	0.071	0.00000160207223667102	1	NWD2
RAD9A1	0.0000000000798481870556412	0.735333702629789	0.564	0.214	0.00000164583083159088	1	RAD9A
HYDIN	0.0000000000869054605422773	0.559244280331738	0.734	0.328	0.00000179129535269742	1	HYDIN
RP11-317G6.1	0.0000000000924795096292681	0.915163718324941	0.34	0.096	0.00000190618765247848	1	RP11-317G6.1
YWHAZ1	0.0000000000929192675438933	0.829486669271543	0.532	0.199	0.00000191525194261473	1	YWHAZ
AC010127.31	0.0000000000929756058865818	0.9487762996486	0.404	0.13	0.00000191641318853422	1	AC010127.3
ARHGEF121	0.0000000000975668083856496	0.579906143513371	0.702	0.301	0.00000201104705444501	1	ARHGEF12
NIN1	0.0000000000996718409258529	0.666378991372384	0.638	0.266	0.00000205443598516368	1	NIN
PTGR11	0.000000000102606298290548	0.764082940052718	0.479	0.168	0.00000211492102036478	1	PTGR1
LINC006571	0.000000000103906212491649	1.05599489724369	0.543	0.21	0.00000214171485187786	1	LINC00657
NSF1	0.00000000010423283619165	0.632681296253491	0.66	0.263	0.00000214844721958229	1	NSF
ITGAL	0.000000000108912114576887	0.880778958829671	0.394	0.128	0.00000224489650565879	1	ITGAL
TMEM1081	0.000000000111385984749417	0.717778319151244	0.617	0.242	0.00000229588791765498	1	TMEM108
PRAP1	0.000000000113183048561901	1.55080766485456	0.266	0.064	0.0000023329289969579	1	PRAP1
KIF1A	0.000000000116890841357626	1.09733952302095	0.426	0.145	0.0000024093540220634	1	KIF1A
ZFYVE91	0.000000000117193400325874	0.700293173447007	0.66	0.278	0.00000241559036751692	1	ZFYVE9
ATF7IP2	0.000000000118763118495893	0.991774589593119	0.394	0.125	0.00000244794539843734	1	ATF7IP2
GLS2	0.000000000122845818909479	0.938939759191335	0.362	0.111	0.00000253209801936218	1	GLS2
LRRFIP11	0.000000000122878177789318	0.42191060715851	0.617	0.234	0.00000253276500059343	1	LRRFIP1
TSPAN13	0.000000000124700882424603	1.82554768010904	0.287	0.077	0.00000257033458853592	1	TSPAN13
SNAP47	0.000000000124795581784033	1.11533269094753	0.266	0.061	0.00000257228653173249	1	SNAP47
HMOX2	0.000000000125612026172086	0.891124476734801	0.404	0.126	0.00000258911508345904	1	HMOX2
GRIP11	0.000000000126285988769253	0.648220821422247	0.532	0.195	0.00000260300680051184	1	GRIP1
HECTD41	0.000000000129423944393573	0.543716294744191	0.84	0.372	0.00000266768634184033	1	HECTD4
RTN31	0.000000000130594424762721	0.677452507390246	0.84	0.443	0.0000026918122832092	1	RTN3
NPHP4	0.00000000013726687883427	0.76846550259758	0.319	0.084	0.00000282934490653197	1	NPHP4
TMSB101	0.000000000138348598508175	0.920107572784154	0.649	0.271	0.0000028516413124505	1	TMSB10
SLC35F11	0.000000000142454534833071	0.542071093425851	0.766	0.382	0.00000293627287197926	1	SLC35F1
OPRM1	0.000000000147299553451737	1.09308705764467	0.33	0.093	0.00000303613839574719	1	OPRM1
CBWD7	0.000000000149310885764242	0.853391078814691	0.394	0.123	0.00000307759597737256	1	CBWD7
CCDC571	0.000000000156674216577991	0.685689858069096	0.543	0.207	0.00000322936895210556	1	CCDC57
VPS9D1	0.000000000157015639004876	0.993315202423808	0.404	0.131	0.0000032364063511685	1	VPS9D1
DPY19L11	0.000000000157269448879936	0.78621026035065	0.479	0.172	0.00000324163788031324	1	DPY19L1
FAM81A1	0.000000000158461939373352	0.985015050648925	0.447	0.153	0.00000326621749436354	1	FAM81A
AC016831.71	0.000000000161316938958774	0.525605885270159	0.798	0.369	0.00000332506474581826	1	AC016831.7
TTC39B	0.000000000171013291168685	1.38755866015631	0.298	0.077	0.00000352492595756893	1	TTC39B
DAB11	0.000000000172245812986367	0.538334680296511	0.766	0.362	0.00000355033069727499	1	DAB1
MTFMT1	0.000000000178720472101136	0.691406125065271	0.447	0.157	0.00000368378637094862	1	MTFMT
TMEM1451	0.000000000186762199897528	0.781315110329918	0.426	0.143	0.00000384954246428784	1	TMEM145
TSHZ3	0.000000000187697150702906	1.08096519131035	0.362	0.111	0.00000386881367028831	1	TSHZ3
TPM1	0.000000000190199760272362	0.946793406793904	0.372	0.116	0.00000392039745873393	1	TPM1
CALCOCO2	0.000000000192077812221599	0.724060118564516	0.436	0.145	0.00000395910786551159	1	CALCOCO2
SLC12A5	0.00000000019562827992278	1.76776939089901	0.277	0.071	0.00000403229010576834	1	SLC12A5
DNAH71	0.000000000209969084553066	0.498049734489513	0.404	0.131	0.00000432788277080779	1	DNAH7
CADM3	0.000000000214373565759477	1.82351517555789	0.255	0.061	0.00000441866793743434	1	CADM3
SLITRK5	0.000000000217528208016512	1.96056054195113	0.255	0.062	0.00000448369142363634	1	SLITRK5
KIAA2012	0.000000000219574293943128	1.16731265011792	0.287	0.072	0.00000452586534675575	1	KIAA2012
RIC31	0.000000000223011549546466	0.55162260949742	0.596	0.234	0.00000459671405925175	1	RIC3
ABCA5	0.00000000022743043259522	0.477287473019097	0.638	0.254	0.00000468779607665267	1	ABCA5
ACVR1B	0.000000000239793435495945	0.979418881614063	0.34	0.099	0.00000494262229244241	1	ACVR1B
GLIS1	0.000000000240786024986629	1.32660259437873	0.255	0.059	0.00000496308154702439	1	GLIS1
TMEM175	0.000000000243740820767405	0.685232167457942	0.415	0.136	0.00000502398579765776	1	TMEM175
KDM5B1	0.000000000250213146330547	0.694262974545563	0.66	0.266	0.00000515739337216523	1	KDM5B
LRRC16A1	0.000000000251019904265745	0.307986800204097	0.638	0.246	0.00000517402226672553	1	LRRC16A
RSAD1	0.000000000258001202530757	0.785259306666366	0.287	0.071	0.00000531792078656396	1	RSAD1
PRKAA2	0.000000000268185108530295	0.841411305896797	0.415	0.14	0.00000552783145702644	1	PRKAA2
RP11-766N7.3	0.000000000271289376669058	1.40745862484649	0.351	0.114	0.00000559181663190263	1	RP11-766N7.3
PTCH2	0.000000000274241572524819	0.710143843382157	0.372	0.114	0.00000565266729288157	1	PTCH2
CAMSAP1	0.000000000275526588154717	0.617981782582027	0.362	0.106	0.00000567915403504502	1	CAMSAP1
